https://drive.google.com/file/d/1mVnCy0ioTX1PBqeMBtoUpThBaXlexj_8/preview, Lord I would Follow Thee
https://drive.google.com/file/d/1dGwyUFOkhESZ1tclgUIuMGRbx2V4Pe9S/preview, You Make Everything Beautiful
https://drive.google.com/file/d/1TZD7CDe9byv5kHOt4Y1ePM8PkoPQVLx7/preview, Seek Him
https://drive.google.com/file/d/1auT1dNLNQbpvZERI_5nOSVTpmmTTAY8y/preview, Everywhere I Go
